context_family,wikidata_id,person_id,name,place_role,place_id,place_label,matched_token_ids,matched_token_labels,direct_country_ids,direct_country_labels,admin_country_ids,admin_country_labels,context_country_ids,context_country_labels,admin_entity_ids,admin_entity_labels
British Empire/colonial context,http://www.wikidata.org/entity/Q15723641,Q15723641,Abhimanyu Samanta Singhara,birth_place,Q2087771,district de Jajpur,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q56438869 | Q22048 | Q7102849 | Q4907084 | Q817165 | Q668 | Q129286 | Q2001966,Central division | Odisha | Orissa Province | Bihar and Orissa Province | présidence du Bengale | Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q4667621,Q4667621,Abiel Abbot,birth_place,Q370619,Andover,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q4667626,Q4667626,Abiel Holmes,death_place,Q49111,Cambridge,Q179997,Thirteen Colonies,Q30,États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54073 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Middlesex | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q47536197,Q47536197,Abraham Bishop,birth_place,Q49145,New Haven,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117287005 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Connecticut du Centre-Sud | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,residence,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q500046,Q500046,Albert Gallatin,work_location,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q4713532,Q4713532,Alden Bradford,death_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q116833450,Q116833450,Alina Deldir,birth_place,Q129286,Raj britannique,Q129286 | Q8680,British Raj | British Empire,Q8680,Empire britannique,,,Q8680,Empire britannique,,
British Empire/colonial context,http://www.wikidata.org/entity/Q4766381,Q4766381,Ann Eliza Bleecker,death_place,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q4768392,Q4768392,Anne MacVicar Grant,residence,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q4768760,Q4768760,Anne Royall,birth_place,Q5092,Baltimore,Q258532 | Q8680,British America | British Empire,Q30,États-Unis,Q161885 | Q179876 | Q30 | Q8680,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis | Empire britannique,Q161885 | Q179876 | Q30 | Q8680,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis | Empire britannique,Q1391 | Q2452027 | Q30 | Q7569779 | Q258532,Maryland | province du Maryland | États-Unis | Colonies du Sud | Amérique britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q595486,Q595486,Anton Wilhelm Amo,death_place,Q23498721,Côte-de-l’Or,Q8680,British Empire,Q8680,Empire britannique,,,Q8680,Empire britannique,,
British Empire/colonial context,http://www.wikidata.org/entity/Q719552,Q719552,Asaf-ud-Daula,birth_place,Q842411,Faizabad,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q1814132 | Q2724271 | Q1498 | Q3634604 | Q7889082 | Q2160037 | Q138521,district de Ayodhya | Division de Faizabad | Uttar Pradesh | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest
British Empire/colonial context,http://www.wikidata.org/entity/Q719552,Q719552,Asaf-ud-Daula,death_place,Q47916,Lucknow,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q33296 | Q167134 | Q229411 | Q373650 | Q18129046 | Q2001966,Inde | Raj britannique | Empire moghol | Sultanat de Jaunpur | Sultanat de Delhi | empire suri | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q129286 | Q167134 | Q18129046 | Q2001966 | Q229411 | Q33296 | Q373650 | Q668 | Q8680,Raj britannique | Sultanat de Jaunpur | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde | Sultanat de Delhi | Empire moghol | empire suri | Inde | Empire britannique,Q1773416 | Q18129046 | Q2483390 | Q3634604 | Q7889082 | Q2160037 | Q138521 | Q1498 | Q129286 | Q1775277,district de Lucknow | État d'Oudh | Division de Lucknow | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q4115269,Q4115269,Azad Bilgrami,birth_place,Q795814,Bilgram,Q129286,British Raj,Q668 | Q129286 | Q33296,Inde | Raj britannique | Empire moghol,Q129286 | Q33296 | Q668,Raj britannique | Empire moghol | Inde,Q129286 | Q33296 | Q668,Raj britannique | Empire moghol | Inde,Q1772822 | Q18129046 | Q16626428 | Q2483390 | Q1498 | Q3634604 | Q7889082 | Q2160037 | Q138521,Hardoi | État d'Oudh | Q16626428 | Division de Lucknow | Uttar Pradesh | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest
British Empire/colonial context,http://www.wikidata.org/entity/Q4115269,Q4115269,Azad Bilgrami,death_place,Q200713,Aurangābād,Q129286 | Q8680,British Raj | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q592942 | Q400998 | Q33296 | Q1240096 | Q774452 | Q2627082 | Q4494730 | Q129286 | Q1191 | Q668 | Q1775277,district de Chhatrapati Sambhajinagar | sultanat d'Ahmadnagar | Empire moghol | principauté d'Hyderābād | Division d'Aurangabad | État de Bombay | État d'Hyderabad | Raj britannique | Maharashtra | Inde | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q25644131,Q25644131,Bahuda Dasa,birth_place,Q124635362,Khandol,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668,Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q2022256 | Q56438869 | Q7102849 | Q4907084 | Q817165 | Q22048 | Q129286 | Q2001966,district de Cuttack | Central division | Orissa Province | Bihar and Orissa Province | présidence du Bengale | Odisha | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q4849552,Q4849552,Baksh Nasikh,birth_place,Q842411,Faizabad,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q1814132 | Q2724271 | Q1498 | Q3634604 | Q7889082 | Q2160037 | Q138521,district de Ayodhya | Division de Faizabad | Uttar Pradesh | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest
British Empire/colonial context,http://www.wikidata.org/entity/Q4849552,Q4849552,Baksh Nasikh,death_place,Q47916,Lucknow,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q33296 | Q167134 | Q229411 | Q373650 | Q18129046 | Q2001966,Inde | Raj britannique | Empire moghol | Sultanat de Jaunpur | Sultanat de Delhi | empire suri | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q33296 | Q668 | Q8680,Raj britannique | Empire moghol | Inde | Empire britannique,Q129286 | Q167134 | Q18129046 | Q2001966 | Q229411 | Q33296 | Q373650 | Q668 | Q8680,Raj britannique | Sultanat de Jaunpur | État d'Oudh | domination de la Compagnie britannique des Indes orientales en Inde | Sultanat de Delhi | Empire moghol | empire suri | Inde | Empire britannique,Q1773416 | Q18129046 | Q2483390 | Q3634604 | Q7889082 | Q2160037 | Q138521 | Q1498 | Q129286 | Q1775277,district de Lucknow | État d'Oudh | Division de Lucknow | United Provinces | United Provinces of British India | Provinces unies d'Agra et d'Oudh | Provinces du Nord-Ouest | Uttar Pradesh | Raj britannique | Union indienne
British Empire/colonial context,http://www.wikidata.org/entity/Q34969,Q34969,Benjamin Franklin,birth_place,Q100,Boston,Q179997,Thirteen Colonies,Q30 | Q2079909 | Q1191350,États-Unis | province de la Baie-du-Massachusetts | Colonie de la baie du Massachusetts,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q1191350 | Q145 | Q161885 | Q179876 | Q2079909 | Q30,Colonie de la baie du Massachusetts | Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | province de la Baie-du-Massachusetts | États-Unis,Q54072 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Suffolk | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q44645,Q44645,Benjamin Thompson,birth_place,Q54174,Woburn,Q179997,Thirteen Colonies,Q30,États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54073 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Middlesex | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q15724891,Q15724891,Brajanath Badajena,death_place,Q207799,Purî,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q1817158 | Q56438869 | Q22048 | Q7102849 | Q4907084 | Q817165,district de Puri | Central division | Odisha | Orissa Province | Bihar and Orissa Province | présidence du Bengale
British Empire/colonial context,http://www.wikidata.org/entity/Q2927146,Q2927146,Bryan Edwards,residence,Q2526023,colonie de Jamaïque,Q8680,British Empire,Q8680,Empire britannique,,,Q8680,Empire britannique,,
British Empire/colonial context,http://www.wikidata.org/entity/Q3351571,Q3351571,Bulleh Shah,birth_place,Q532244,Uch,Q129286,British Raj,Q843,Pakistan,Q129286 | Q843,Raj britannique | Pakistan,Q129286 | Q843,Raj britannique | Pakistan,Q2984775 | Q2281250 | Q4842510 | Q800236,Ahmadpur East Tehsil | district de Bahawalpur | division de Bahawalpur | État de Bahawalpur
British Empire/colonial context,http://www.wikidata.org/entity/Q3351571,Q3351571,Bulleh Shah,death_place,Q989283,Kasur,Q129286,British Raj,Q843,Pakistan,Q129286 | Q843,Raj britannique | Pakistan,Q129286 | Q843,Raj britannique | Pakistan,Q2503839 | Q3308170 | Q4478 | Q2342822 | Q3246245 | Q2629708,district de Kasur | Division de Lahore | Pendjab | Pakistan occidental | West Punjab
British Empire/colonial context,http://www.wikidata.org/entity/Q39658,Q39658,Carl Peter Thunberg,work_location,Q370736,Colonie du Cap,Q8680,British Empire,Q8680 | Q170072 | Q188553,Empire britannique | Provinces-Unies | République batave,,,Q170072 | Q188553 | Q8680,Provinces-Unies | République batave | Empire britannique,,
British Empire/colonial context,http://www.wikidata.org/entity/Q75813631,Q75813631,Charles Osborn,birth_place,Q502257,comté de Guilford,Q8680,British Empire,Q30,États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q1454 | Q2334526 | Q30 | Q8680,Caroline du Nord | province de Caroline du Nord | États-Unis | Empire britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q2668210,Q2668210,Colin Mackenzie,death_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q2206426,Q2206426,Cornelius Pieter Schrevelius,death_place,Q1800,Cochin,Q129286,British Raj,Q668 | Q323904,Inde | Inde portugaise,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q323904 | Q668,Raj britannique | Inde portugaise | Inde,Q1356097 | Q1538311 | Q150056 | Q1186 | Q668,district d'Ernakulam | Travancore-Cochin | État de Cochin | Kerala | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q2206426,Q2206426,Cornelius Pieter Schrevelius,work_location,Q1800,Cochin,Q129286,British Raj,Q668 | Q323904,Inde | Inde portugaise,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q323904 | Q668,Raj britannique | Inde portugaise | Inde,Q1356097 | Q1538311 | Q150056 | Q1186 | Q668,district d'Ernakulam | Travancore-Cochin | État de Cochin | Kerala | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q246260,Q246260,Costanzo Beschi,death_place,Q163798,Thrissur,Q129286,British Raj,Q668,Inde,Q129286 | Q668,Raj britannique | Inde,Q129286 | Q668,Raj britannique | Inde,Q2429655 | Q1186 | Q1538311 | Q150056 | Q668,Thrissur | Kerala | Travancore-Cochin | État de Cochin | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q5216358,Q5216358,Daniel Adams,birth_place,Q1900880,Townsend,Q179997,Thirteen Colonies,Q30,États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54073 | Q771 | Q1191350 | Q2748571 | Q2079909 | Q30 | Q179997,comté de Middlesex | Massachusetts | Colonie de la baie du Massachusetts | Dominion de Nouvelle-Angleterre | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5235253,Q5235253,David Humphreys,birth_place,Q755197,Derby,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117286946 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Vallée de Naugatuck | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5235253,Q5235253,David Humphreys,death_place,Q49145,New Haven,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117287005 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Connecticut du Centre-Sud | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q527462,Q527462,DeWitt Clinton,death_place,Q24861,Albany,Q179997 | Q258532,Thirteen Colonies | British America,Q30,États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q161885 | Q179876 | Q258532 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | Amérique britannique | États-Unis,Q108408 | Q1384 | Q769668 | Q30 | Q179997,comté d'Albany | New York | Province de New York | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5249261,Q5249261,Decius Wadsworth,birth_place,Q743287,Farmington,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117286854 | Q54236 | Q779 | Q951500 | Q30 | Q179997,région de planification du Capitole | comté de Hartford | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5249261,Q5249261,Decius Wadsworth,death_place,Q49145,New Haven,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117287005 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Connecticut du Centre-Sud | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q233638,Q233638,Dolley Madison,birth_place,Q502257,comté de Guilford,Q8680,British Empire,Q30,États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q145 | Q161885 | Q174193 | Q179876 | Q30,Royaume-Uni | royaume de Grande-Bretagne | Royaume-Uni de Grande-Bretagne et d'Irlande | royaume d'Angleterre | États-Unis,Q1454 | Q2334526 | Q30 | Q8680,Caroline du Nord | province de Caroline du Nord | États-Unis | Empire britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q5298431,Q5298431,Dorothy Good,birth_place,Q54140,Salem,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q5298431,Q5298431,Dorothy Good,residence,Q1066487,Danvers,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q43375733,Q43375733,Eliza Draper,birth_place,Q4752775,Anchuthengu,Q129286,British Raj,Q668,Inde,Q129286 | Q1775277 | Q668,Raj britannique | Union indienne | Inde,Q129286 | Q1775277 | Q668,Raj britannique | Union indienne | Inde,Q162612 | Q1186 | Q1538311 | Q150058 | Q668,Thiruvananthapuram | Kerala | Travancore-Cochin | Travancore | Inde
British Empire/colonial context,http://www.wikidata.org/entity/Q5362127,Q5362127,Eliza Fay,death_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q5362127,Q5362127,Eliza Fay,residence,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q5362127,Q5362127,Eliza Fay,residence,Q1352,Madras,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q2001966 | Q129286,Inde | domination de la Compagnie britannique des Indes orientales en Inde | Raj britannique,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q15116 | Q1445 | Q2618458 | Q1772596 | Q668 | Q129286,district de Madras | Tamil Nadu | État de Madras | Présidence de Madras | Inde | Raj britannique
British Empire/colonial context,http://www.wikidata.org/entity/Q5362128,Q5362128,Eliza Fenwick,residence,Q49145,New Haven,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q117287005 | Q54234 | Q779 | Q951500 | Q30 | Q179997,Connecticut du Centre-Sud | comté de New Haven | Connecticut | colonie du Connecticut | États-Unis | Treize colonies
British Empire/colonial context,http://www.wikidata.org/entity/Q13580905,Q13580905,Eliza de Feuillide,birth_place,Q1348,Calcutta,Q129286 | Q2001966 | Q8680,British Raj | Company rule in India | British Empire,Q668 | Q129286 | Q2001966,Inde | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde,Q129286 | Q668 | Q8680,Raj britannique | Inde | Empire britannique,Q129286 | Q2001966 | Q668 | Q8680,Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | Inde | Empire britannique,Q817165 | Q2088496 | Q129286 | Q2001966 | Q1132340 | Q1356,présidence du Bengale | district de Calcutta | Raj britannique | domination de la Compagnie britannique des Indes orientales en Inde | division de la Présidence | Bengale-Occidental
British Empire/colonial context,http://www.wikidata.org/entity/Q88769365,Q88769365,Elizabeth Elkins Sanders,birth_place,Q54140,Salem,Q179997,Thirteen Colonies,Q30,États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q161885 | Q179876 | Q30,royaume de Grande-Bretagne | royaume d'Angleterre | États-Unis,Q54076 | Q771 | Q2079909 | Q30 | Q179997,comté d'Essex | Massachusetts | province de la Baie-du-Massachusetts | États-Unis | Treize colonies
