token_family,token_id,token_label,token_wikidata_url,occurrence_count,entity_count,place_count,example_places,example_names
admin_country,Q763,Saint-Christophe-et-Niévès,https://www.wikidata.org/wiki/Q763,2,2,2,Charlestown | Saint-Christophe,Alexander Hamilton | James Grainger
admin_country,Q774,Guatemala,https://www.wikidata.org/wiki/Q774,2,2,1,Guatemala,Miguel Larreynaga | Rafael García Goyena
admin_country,Q785,Jersey,https://www.wikidata.org/wiki/Q785,2,2,2,La Trinité | Saint-Hélier,Daniel Dumaresq | Thomas Pichon
admin_country,Q819,Laos,https://www.wikidata.org/wiki/Q819,2,2,1,Huế,Nguyễn Du | Thì Nhậm Ngô
admin_country,Q83891,Empire sassanide,https://www.wikidata.org/wiki/Q83891,2,2,1,Kadhimiya,Alʼuzry | Muhammad Zayni al-Baghdadi
admin_country,Q866716,Jalayirides,https://www.wikidata.org/wiki/Q866716,2,2,1,Kadhimiya,Alʼuzry | Muhammad Zayni al-Baghdadi
admin_country,Q874,Turkménistan,https://www.wikidata.org/wiki/Q874,2,2,2,Lebap | Serakhs,Mämmetweli Kemine | Seyitnazar Seydi
admin_country,Q954,Zimbabwe,https://www.wikidata.org/wiki/Q954,2,2,1,cap de Bonne-Espérance,Johanna Engela Swellengrebel | Nicolas-Louis de Lacaille
admin_country,Q958291,Principautés unies de Moldavie et de Valachie,https://www.wikidata.org/wiki/Q958291,2,2,2,Académie princière de Bucarest | Sibioara,László Székely | Neófytos Doúkas
admin_country,Q963,Botswana,https://www.wikidata.org/wiki/Q963,2,2,1,cap de Bonne-Espérance,Johanna Engela Swellengrebel | Nicolas-Louis de Lacaille
direct_country,Q1007,Guinée-Bissau,https://www.wikidata.org/wiki/Q1007,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q1008,Côte d'Ivoire,https://www.wikidata.org/wiki/Q1008,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q1014,Liberia,https://www.wikidata.org/wiki/Q1014,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q1027,Maurice,https://www.wikidata.org/wiki/Q1027,2,2,1,Port-Louis,Charles de Longchamps | Francisco Noroña
direct_country,Q1032,Niger,https://www.wikidata.org/wiki/Q1032,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q1039,Sao Tomé-et-Principe,https://www.wikidata.org/wiki/Q1039,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q185682,Indochine française,https://www.wikidata.org/wiki/Q185682,2,2,1,Huế,Nguyễn Du | Thì Nhậm Ngô
direct_country,Q192184,"Sainte-Hélène, Ascension et Tristan da Cunha",https://www.wikidata.org/wiki/Q192184,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q199688,califat almohade,https://www.wikidata.org/wiki/Q199688,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q217230,empire du Brésil,https://www.wikidata.org/wiki/Q217230,2,2,1,Colonia del Sacramento,Francisco Xavier Ferreira | Manuel José de Lavardén
direct_country,Q222,Albanie,https://www.wikidata.org/wiki/Q222,2,2,2,Fier | Tirana,Nezim Frakulla | Zenel Bastari
direct_country,Q235,Monaco,https://www.wikidata.org/wiki/Q235,2,2,1,Monaco,Alphonse de Beauchamp | François Morénas
direct_country,Q25,pays de Galles,https://www.wikidata.org/wiki/Q25,2,1,2,Arfon Uwch Gwyrfai | Llanfair-Mathafarn-Eithaf,Hugh Evans
direct_country,Q25230,bailliage de Guernesey,https://www.wikidata.org/wiki/Q25230,2,1,2,Guernesey | Saint-Pierre-Port,Richard Saumarez
direct_country,Q265,Ouzbékistan,https://www.wikidata.org/wiki/Q265,2,1,1,Boukhara,Muhammad Yоqub ibn Doniyolbiy
direct_country,Q347,Liechtenstein,https://www.wikidata.org/wiki/Q347,2,2,1,Balzers,F. A. Nuth | Johannes Schreiber
direct_country,Q3591854,État libre de Cundinamarca,https://www.wikidata.org/wiki/Q3591854,2,2,1,Bogota,José Celestino Bruno Mutis y Bosio | Manuel del Socorro Rodríguez
direct_country,Q36704,Yougoslavie,https://www.wikidata.org/wiki/Q36704,2,2,2,Karlovac | Yougoslavie,Antun Vranić | Miho Rastić
direct_country,Q423,Corée du Nord,https://www.wikidata.org/wiki/Q423,2,2,2,Hoeryŏng | Munchŏn,Li Hyun-sang | Pak Che-ga
direct_country,Q457242,protectorat espagnol au Maroc,https://www.wikidata.org/wiki/Q457242,2,2,1,Tétouan,Ahmad ibn Ajiba | Mohammed al-Harraq al-Alami
direct_country,Q582861,Mérinides,https://www.wikidata.org/wiki/Q582861,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q58326,Deuxième République,https://www.wikidata.org/wiki/Q58326,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q630882,République de Nouvelle-Grenade,https://www.wikidata.org/wiki/Q630882,2,2,1,Bogota,José Celestino Bruno Mutis y Bosio | Manuel del Socorro Rodríguez
direct_country,Q63149558,Empire afcharide,https://www.wikidata.org/wiki/Q63149558,2,2,1,La Nouvelle-Djoulfa,Adeodatus Babik | Amir Oghli
direct_country,Q63158027,Perse qadjare,https://www.wikidata.org/wiki/Q63158027,2,2,1,La Nouvelle-Djoulfa,Adeodatus Babik | Amir Oghli
direct_country,Q6500483,dynastie Nguyen,https://www.wikidata.org/wiki/Q6500483,2,2,1,Huế,Nguyễn Du | Thì Nhậm Ngô
direct_country,Q69808,régime de Vichy,https://www.wikidata.org/wiki/Q69808,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q69829,Quatrième République,https://www.wikidata.org/wiki/Q69829,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q701337,Empire du Viêt Nam,https://www.wikidata.org/wiki/Q701337,2,2,1,Huế,Nguyễn Du | Thì Nhậm Ngô
direct_country,Q70802,Troisième République française,https://www.wikidata.org/wiki/Q70802,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q71092,Second Empire,https://www.wikidata.org/wiki/Q71092,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q733,Paraguay,https://www.wikidata.org/wiki/Q733,2,2,2,Santa María | Villarrica,Manuel Antonio Talavera | Nicolás Yapuguay
direct_country,Q746558,émirat de Boukhara,https://www.wikidata.org/wiki/Q746558,2,1,1,Boukhara,Muhammad Yоqub ibn Doniyolbiy
direct_country,Q750,Bolivie,https://www.wikidata.org/wiki/Q750,2,2,2,Cochabamba | Potosí,Josepha de Escurrechea | Thaddaeus Haenke
direct_country,Q75613,Almoravides,https://www.wikidata.org/wiki/Q75613,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q774,Guatemala,https://www.wikidata.org/wiki/Q774,2,2,1,Guatemala,Miguel Larreynaga | Rafael García Goyena
direct_country,Q783684,Gouvernement provisoire de la République française,https://www.wikidata.org/wiki/Q783684,2,2,1,Marrakech,Domingo Badía y Leblich | Sulayman du Maroc
direct_country,Q785,Jersey,https://www.wikidata.org/wiki/Q785,2,2,2,La Trinité | Saint-Hélier,Daniel Dumaresq | Thomas Pichon
direct_country,Q874,Turkménistan,https://www.wikidata.org/wiki/Q874,2,2,2,Lebap | Serakhs,Mämmetweli Kemine | Seyitnazar Seydi
direct_country,Q912,Mali,https://www.wikidata.org/wiki/Q912,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q945,Togo,https://www.wikidata.org/wiki/Q945,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q962,Bénin,https://www.wikidata.org/wiki/Q962,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q965,Burkina Faso,https://www.wikidata.org/wiki/Q965,2,2,1,Afrique de l’Ouest,Jeffrey Brace | Mungo Park
direct_country,Q9676,Île de Man,https://www.wikidata.org/wiki/Q9676,2,2,2,Douglas | Île de Man,Alexander Cruden | Jeremiah Whiting
admin_country,Q1016,Libye,https://www.wikidata.org/wiki/Q1016,1,1,1,Tripoli,Nehorai Garmon
admin_country,Q1019,Madagascar,https://www.wikidata.org/wiki/Q1019,1,1,1,Ambohitralanana,Maurice Beniowski
admin_country,Q1025,Mauritanie,https://www.wikidata.org/wiki/Q1025,1,1,1,Chinguetti,Q113339773
admin_country,Q1029,Mozambique,https://www.wikidata.org/wiki/Q1029,1,1,1,île de Mozambique,Tomás António Gonzaga
admin_country,Q1044,Sierra Leone,https://www.wikidata.org/wiki/Q1044,1,1,1,Freetown,August Nordenskiöld
admin_country,Q1138904,Royaume d'Afghanistan,https://www.wikidata.org/wiki/Q1138904,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q1147043,Song méridionaux,https://www.wikidata.org/wiki/Q1147043,1,1,1,Chang Prefecture,Q135657925
admin_country,Q1335260,Émirat d'Afghanistan,https://www.wikidata.org/wiki/Q1335260,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q1415128,République d'Afghanistan,https://www.wikidata.org/wiki/Q1415128,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q1415585,État islamique d'Afghanistan,https://www.wikidata.org/wiki/Q1415585,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q156031,Reichskommissariat Ostland,https://www.wikidata.org/wiki/Q156031,1,1,1,Piacieŭščyna,Ignacy Bykowski
admin_country,Q156038,duché de Courlande,https://www.wikidata.org/wiki/Q156038,1,1,1,Augstkalne,Christoph Friedrich Neander
admin_country,Q172579,royaume d'Italie,https://www.wikidata.org/wiki/Q172579,1,1,1,Rovinj,Giacomo Angelini
admin_country,Q192180,République socialiste soviétique de Lettonie,https://www.wikidata.org/wiki/Q192180,1,1,1,Ilūkste,Michael Roth
admin_country,Q199688,califat almohade,https://www.wikidata.org/wiki/Q199688,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q205718,Zirides,https://www.wikidata.org/wiki/Q205718,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q217,Moldavie,https://www.wikidata.org/wiki/Q217,1,1,1,Vălcineț,Ioan Prale
admin_country,Q219060,État de Palestine,https://www.wikidata.org/wiki/Q219060,1,1,1,Saffarin,Seffarini
admin_country,Q2277,Empire romain,https://www.wikidata.org/wiki/Q2277,1,1,1,Çanakkale,Bostancıbaşı Hafız İsmail Pasha
admin_country,Q228,Andorre,https://www.wikidata.org/wiki/Q228,1,1,1,Ordino,Antoni Fiter i Rossell
admin_country,Q23427,Ossétie du Sud-Alanie,https://www.wikidata.org/wiki/Q23427,1,1,1,Zalda,Iwan Georgijewitsch Jalgusidse
admin_country,Q25,pays de Galles,https://www.wikidata.org/wiki/Q25,1,1,1,Arfon Uwch Gwyrfai,Hugh Evans
admin_country,Q262,Algérie,https://www.wikidata.org/wiki/Q262,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q2662372,Principauté de Minsk,https://www.wikidata.org/wiki/Q2662372,1,1,1,Piacieŭščyna,Ignacy Bykowski
admin_country,Q2724951,Colonisation portugaise des Amériques,https://www.wikidata.org/wiki/Q2724951,1,1,1,Belém,Tenreiro Aranha
admin_country,Q3045696,régence d'Alger,https://www.wikidata.org/wiki/Q3045696,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q307697,Zianides,https://www.wikidata.org/wiki/Q307697,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q319460,dynastie Song du Nord,https://www.wikidata.org/wiki/Q319460,1,1,1,Chang Prefecture,Q135657925
admin_country,Q389004,principauté de Valachie,https://www.wikidata.org/wiki/Q389004,1,1,1,Académie princière de Bucarest,Neófytos Doúkas
admin_country,Q467627,Empire Durrani,https://www.wikidata.org/wiki/Q467627,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q4689103,État transitoire islamique d'Afghanistan,https://www.wikidata.org/wiki/Q4689103,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q476757,République démocratique d'Afghanistan,https://www.wikidata.org/wiki/Q476757,1,1,1,Kandahâr,Ahmad Shâh
admin_country,Q503585,Corée durant la colonisation japonaise,https://www.wikidata.org/wiki/Q503585,1,1,1,Changgyeonggung,Hyegyeong
admin_country,Q55306,zone d'occupation britannique en Allemagne,https://www.wikidata.org/wiki/Q55306,1,1,1,comté de Hoya,Andreas Georg Waehner
admin_country,Q570767,Oberbefehlshaber der gesamten Deutschen Streitkräfte im Osten,https://www.wikidata.org/wiki/Q570767,1,1,1,Augstkalne,Christoph Friedrich Neander
admin_country,Q588672,Hammadides,https://www.wikidata.org/wiki/Q588672,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
admin_country,Q664,Nouvelle-Zélande,https://www.wikidata.org/wiki/Q664,1,1,1,Otaki,Te Rauparaha
admin_country,Q754,Trinité-et-Tobago,https://www.wikidata.org/wiki/Q754,1,1,1,Trinité,Henry Swinburne
admin_country,Q76236,République socialiste soviétique lituano-biélorusse,https://www.wikidata.org/wiki/Q76236,1,1,1,Piacieŭščyna,Ignacy Bykowski
admin_country,Q781,Antigua-et-Barbuda,https://www.wikidata.org/wiki/Q781,1,1,1,"Falmouth, Antigua",Henrietta Liston
admin_country,Q783,Honduras,https://www.wikidata.org/wiki/Q783,1,1,1,Tegucigalpa,Antonio de Paz y Salgado
admin_country,Q801,Israël,https://www.wikidata.org/wiki/Q801,1,1,1,Saffarin,Seffarini
admin_country,Q810,Jordanie,https://www.wikidata.org/wiki/Q810,1,1,1,Saffarin,Seffarini
admin_country,Q811,Nicaragua,https://www.wikidata.org/wiki/Q811,1,1,1,Telica,Miguel Larreynaga
admin_country,Q842199,République populaire biélorusse,https://www.wikidata.org/wiki/Q842199,1,1,1,Piacieŭščyna,Ignacy Bykowski
admin_country,Q846,Qatar,https://www.wikidata.org/wiki/Q846,1,1,1,Zubarah,Abd al-Wahhab ibn Muhammad al-Fayrooz
admin_country,Q854,Sri Lanka,https://www.wikidata.org/wiki/Q854,1,1,1,Colpetty,Gajaman Nona
admin_country,Q902,Bangladesh,https://www.wikidata.org/wiki/Q902,1,1,1,Jhenaidah,Lalon
admin_country,Q916,Angola,https://www.wikidata.org/wiki/Q916,1,1,1,Ambaca,Inácio José de Alvarenga Peixoto
admin_country,Q9676,Île de Man,https://www.wikidata.org/wiki/Q9676,1,1,1,Douglas,Jeremiah Whiting
admin_country,Q9683,dynastie Tang,https://www.wikidata.org/wiki/Q9683,1,1,1,Chang Prefecture,Q135657925
direct_country,Q1016,Libye,https://www.wikidata.org/wiki/Q1016,1,1,1,Tripoli,Nehorai Garmon
direct_country,Q1019,Madagascar,https://www.wikidata.org/wiki/Q1019,1,1,1,Ambohitralanana,Maurice Beniowski
direct_country,Q1029,Mozambique,https://www.wikidata.org/wiki/Q1029,1,1,1,île de Mozambique,Tomás António Gonzaga
direct_country,Q1062422,dynastie Konbaung,https://www.wikidata.org/wiki/Q1062422,1,1,1,Bangkok,Rama II
direct_country,Q1115291,royaume de Thonburi,https://www.wikidata.org/wiki/Q1115291,1,1,1,Bangkok,Rama II
direct_country,Q1147043,Song méridionaux,https://www.wikidata.org/wiki/Q1147043,1,1,1,Chang Prefecture,Q135657925
direct_country,Q1155700,royaume de Rattanakosin,https://www.wikidata.org/wiki/Q1155700,1,1,1,Bangkok,Rama II
direct_country,Q124653007,royaume de la Couronne,https://www.wikidata.org/wiki/Q124653007,1,1,1,île de l'Ascension,Leendert Hasenbosch
direct_country,Q130654,Empire colonial néerlandais,https://www.wikidata.org/wiki/Q130654,1,1,1,Guyane néerlandaise,Thomas Christie
direct_country,Q132869361,Q132869361,https://www.wikidata.org/wiki/Q132869361,1,1,1,Heian-kyō,Yosa Buson
direct_country,Q171393,Valachie,https://www.wikidata.org/wiki/Q171393,1,1,1,Académie princière de Bucarest,Neófytos Doúkas
direct_country,Q172579,royaume d'Italie,https://www.wikidata.org/wiki/Q172579,1,1,1,Rovinj,Giacomo Angelini
direct_country,Q191077,royaume de Yougoslavie,https://www.wikidata.org/wiki/Q191077,1,1,1,Mostar,Fevzi Mostarac
direct_country,Q193619,union d'Afrique du Sud,https://www.wikidata.org/wiki/Q193619,1,1,1,Le Cap,Q133692680
direct_country,Q199821,Grande Colombie,https://www.wikidata.org/wiki/Q199821,1,1,1,département de Guayaquil,Rafael García Goyena
direct_country,Q208404,royaume d'Arménie,https://www.wikidata.org/wiki/Q208404,1,1,1,Siounik (province historique),Q20511633
direct_country,Q217,Moldavie,https://www.wikidata.org/wiki/Q217,1,1,1,Vălcineț,Ioan Prale
direct_country,Q228,Andorre,https://www.wikidata.org/wiki/Q228,1,1,1,Ordino,Antoni Fiter i Rossell
direct_country,Q23427,Ossétie du Sud-Alanie,https://www.wikidata.org/wiki/Q23427,1,1,1,Zalda,Iwan Georgijewitsch Jalgusidse
direct_country,Q2376315,Birmanie britannique,https://www.wikidata.org/wiki/Q2376315,1,1,1,Rangoun,Muhammad Bahâdur Shâh
direct_country,Q244,Barbade,https://www.wikidata.org/wiki/Q244,1,1,1,Barbade,Eliza Fenwick
direct_country,Q262,Algérie,https://www.wikidata.org/wiki/Q262,1,1,1,palais de la Jenina,Mezzomorto Hüseyin Pacha
direct_country,Q272033,comté de Tripoli,https://www.wikidata.org/wiki/Q272033,1,1,1,Tripoli,Miguel Casiri
direct_country,Q28179,période Joseon,https://www.wikidata.org/wiki/Q28179,1,1,1,période Joseon,Park Ji-won
direct_country,Q282475,Royaume de Kartl-Kakhétie,https://www.wikidata.org/wiki/Q282475,1,1,1,Haghpat,Sayat-Nova
direct_country,Q284568,Libye italienne,https://www.wikidata.org/wiki/Q284568,1,1,1,Tripoli,Nehorai Garmon
direct_country,Q319460,dynastie Song du Nord,https://www.wikidata.org/wiki/Q319460,1,1,1,Chang Prefecture,Q135657925
direct_country,Q33296,Empire moghol,https://www.wikidata.org/wiki/Q33296,1,1,1,Hala,Shah Abdul Latif Bhittai
direct_country,Q3433694,Tripolitaine italienne,https://www.wikidata.org/wiki/Q3433694,1,1,1,Tripoli,Nehorai Garmon
direct_country,Q370736,Colonie du Cap,https://www.wikidata.org/wiki/Q370736,1,1,1,Le Cap,Q133692680
direct_country,Q398,Bahreïn,https://www.wikidata.org/wiki/Q398,1,1,1,Salmabad,Muhammad ibn Abdullah al-Ramadhan
direct_country,Q424,Cambodge,https://www.wikidata.org/wiki/Q424,1,1,1,Krong Kep,Mạc Thiên Tứ
direct_country,Q484195,Empire timouride,https://www.wikidata.org/wiki/Q484195,1,1,1,Hérat,Ahmad Shâh
direct_country,Q6352367,Kalhora dynasty,https://www.wikidata.org/wiki/Q6352367,1,1,1,Bhit Shah,Shah Abdul Latif Bhittai
direct_country,Q664,Nouvelle-Zélande,https://www.wikidata.org/wiki/Q664,1,1,1,Otaki,Te Rauparaha
direct_country,Q7405,dynastie Sui,https://www.wikidata.org/wiki/Q7405,1,1,1,Chang Prefecture,Q135657925
direct_country,Q754,Trinité-et-Tobago,https://www.wikidata.org/wiki/Q754,1,1,1,Trinité,Henry Swinburne
direct_country,Q760,Sainte-Lucie,https://www.wikidata.org/wiki/Q760,1,1,1,Sainte-Lucie,David Stuart
direct_country,Q7646305,Suriname,https://www.wikidata.org/wiki/Q7646305,1,1,1,Jodensavanne,David Nassy
direct_country,Q769,Grenade,https://www.wikidata.org/wiki/Q769,1,1,1,Grenade,Henry Redhead Yorke
direct_country,Q783,Honduras,https://www.wikidata.org/wiki/Q783,1,1,1,Tegucigalpa,Antonio de Paz y Salgado
direct_country,Q801,Israël,https://www.wikidata.org/wiki/Q801,1,1,1,Israël,Haïm Joseph David Azoulay
direct_country,Q811,Nicaragua,https://www.wikidata.org/wiki/Q811,1,1,1,Telica,Miguel Larreynaga
direct_country,Q841364,royaume d'Ayutthaya,https://www.wikidata.org/wiki/Q841364,1,1,1,Bangkok,Rama II
direct_country,Q846,Qatar,https://www.wikidata.org/wiki/Q846,1,1,1,Zubarah,Abd al-Wahhab ibn Muhammad al-Fayrooz
direct_country,Q854,Sri Lanka,https://www.wikidata.org/wiki/Q854,1,1,1,Colpetty,Gajaman Nona
direct_country,Q878818,Principauté de Bitlis,https://www.wikidata.org/wiki/Q878818,1,1,1,Bitlis,Şeyh Müştak
direct_country,Q902,Bangladesh,https://www.wikidata.org/wiki/Q902,1,1,1,Jhenaidah,Lalon
direct_country,Q916,Angola,https://www.wikidata.org/wiki/Q916,1,1,1,Ambaca,Inácio José de Alvarenga Peixoto
direct_country,Q953,Zambie,https://www.wikidata.org/wiki/Q953,1,1,1,Zambie,Pierre-Augustin Caron de Beaumarchais
direct_country,Q9683,dynastie Tang,https://www.wikidata.org/wiki/Q9683,1,1,1,Chang Prefecture,Q135657925
